OBJECTID,FIREID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_7,VALUE_8
82,20578,0.000000000000000,984600.000000000000000,288900.000000000000000,35100.000000000000000,2700.000000000000000,0.000000000000000,0.000000000000000,554400.000000000000000
83,20581,0.000000000000000,2635200.000000000000000,12600.000000000000000,0.000000000000000,13500.000000000000000,46800.000000000000000,0.000000000000000,0.000000000000000
84,20597,28800.000000000000000,1459800.000000000000000,50400.000000000000000,0.000000000000000,9000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
85,20598,1544400.000000000000000,4479300.000000000000000,14400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
86,20600,87581700.000000000000000,33540300.000000000000000,3582900.000000000000000,0.000000000000000,0.000000000000000,69300.000000000000000,0.000000000000000,257400.000000000000000
87,20602,63972000.000000000000000,114436800.000000000000000,6405300.000000000000000,27900.000000000000000,0.000000000000000,5400.000000000000000,91800.000000000000000,0.000000000000000
88,20603,531000.000000000000000,11304000.000000000000000,6104700.000000000000000,231300.000000000000000,0.000000000000000,0.000000000000000,1800.000000000000000,0.000000000000000
89,20608,483300.000000000000000,783900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
90,20617,13500.000000000000000,1672200.000000000000000,869400.000000000000000,0.000000000000000,40500.000000000000000,0.000000000000000,0.000000000000000,46800.000000000000000
91,20620,33300.000000000000000,1510200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,51300.000000000000000,0.000000000000000,0.000000000000000
92,20621,1631700.000000000000000,6990300.000000000000000,503100.000000000000000,122400.000000000000000,0.000000000000000,30600.000000000000000,0.000000000000000,0.000000000000000
93,20625,0.000000000000000,482400.000000000000000,25308900.000000000000000,498600.000000000000000,483300.000000000000000,7110000.000000000000000,92700.000000000000000,95400.000000000000000
94,20626,10230300.000000000000000,959400.000000000000000,72000.000000000000000,1800.000000000000000,9900.000000000000000,4879800.000000000000000,15300.000000000000000,80100.000000000000000
95,20627,0.000000000000000,1842300.000000000000000,415800.000000000000000,11700.000000000000000,511200.000000000000000,21524400.000000000000000,45000.000000000000000,45000.000000000000000
96,20637,1260900.000000000000000,21600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
97,20643,0.000000000000000,1114200.000000000000000,5553900.000000000000000,17100.000000000000000,10800.000000000000000,590400.000000000000000,1800.000000000000000,77400.000000000000000
98,20652,295846200.000000000000000,59846400.000000000000000,1593900.000000000000000,2270700.000000000000000,90000.000000000000000,10230300.000000000000000,177300.000000000000000,0.000000000000000
99,20654,0.000000000000000,1247400.000000000000000,33300.000000000000000,0.000000000000000,23400.000000000000000,38700.000000000000000,0.000000000000000,19800.000000000000000
100,20656,0.000000000000000,0.000000000000000,4243500.000000000000000,0.000000000000000,0.000000000000000,897300.000000000000000,0.000000000000000,0.000000000000000
101,20663,0.000000000000000,1149300.000000000000000,11093400.000000000000000,0.000000000000000,3030300.000000000000000,49231800.000000000000000,63000.000000000000000,751500.000000000000000
102,20671,32757300.000000000000000,999000.000000000000000,765900.000000000000000,31500.000000000000000,0.000000000000000,145800.000000000000000,0.000000000000000,0.000000000000000
103,20704,0.000000000000000,25585200.000000000000000,258300.000000000000000,573300.000000000000000,1598400.000000000000000,507600.000000000000000,0.000000000000000,0.000000000000000
104,20705,19957500.000000000000000,10497600.000000000000000,464400.000000000000000,204300.000000000000000,0.000000000000000,5400.000000000000000,23400.000000000000000,0.000000000000000
105,20706,27571500.000000000000000,626400.000000000000000,97200.000000000000000,269100.000000000000000,0.000000000000000,1987200.000000000000000,64800.000000000000000,0.000000000000000
106,20707,27323100.000000000000000,15141600.000000000000000,18704700.000000000000000,720000.000000000000000,958500.000000000000000,79402500.000000000000000,208800.000000000000000,5347800.000000000000000
107,20708,105480900.000000000000000,9261900.000000000000000,198900.000000000000000,80100.000000000000000,9900.000000000000000,6003000.000000000000000,17100.000000000000000,0.000000000000000
108,20709,1708200.000000000000000,262800.000000000000000,0.000000000000000,4500.000000000000000,0.000000000000000,0.000000000000000,18900.000000000000000,0.000000000000000
109,20712,0.000000000000000,2374200.000000000000000,373500.000000000000000,0.000000000000000,0.000000000000000,104400.000000000000000,0.000000000000000,0.000000000000000
