FID,dbr,slope,aspect,dem,OBJECTID,ALARM_DATE.x,CONT_DATE.x,Shape_Leng.x,area,DeadBio,LivingBio,duration,fireduration,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Area,stn_1,stn_2,stn_3,month_temp,week_temp,dur_temp,month_precip,week_precip,month_humid,week_humid,dur_humid,month_sol,week_sol,wind_speed
1331,389,6.8235698,310.7330017,343.4500122,20380,12/5/2017,12/13/2017,35512.55205,6047.720215,0,0,8 days 00:00:00.000000000,691200s (~1.14 weeks),CCO,LAC,RYE,362441,14,NA,6049,6047.71875,7,1,NA,24474248.6,Del Valle                   ,Temescal                    ,Saugus                      ,62.64516129,59.5,64.66666667,0,0,42.70967742,30,7.111111111,277.2580645,268.375,9.8
1332,418,18.9137993,70.5473022,392.8819885,20380,12/5/2017,12/13/2017,35512.55205,6047.720215,0,8470.450195,8 days 00:00:00.000000000,691200s (~1.14 weeks),CCO,LAC,RYE,362441,14,NA,6049,6047.71875,7,1,NA,24474248.6,Del Valle                   ,Temescal                    ,Saugus                      ,62.64516129,59.5,64.66666667,0,0,42.70967742,30,7.111111111,277.2580645,268.375,9.8
1333,345,9.9290199,141.9199982,394.3729858,20380,12/5/2017,12/13/2017,35512.55205,6047.720215,0,0,8 days 00:00:00.000000000,691200s (~1.14 weeks),CCO,LAC,RYE,362441,14,NA,6049,6047.71875,7,1,NA,24474248.6,Del Valle                   ,Temescal                    ,Saugus                      ,62.64516129,59.5,64.66666667,0,0,42.70967742,30,7.111111111,277.2580645,268.375,9.8
1334,235,15.8446999,35.8665009,330.4750061,20380,12/5/2017,12/13/2017,35512.55205,6047.720215,0,0,8 days 00:00:00.000000000,691200s (~1.14 weeks),CCO,LAC,RYE,362441,14,NA,6049,6047.71875,7,1,NA,24474248.6,Del Valle                   ,Temescal                    ,Saugus                      ,62.64516129,59.5,64.66666667,0,0,42.70967742,30,7.111111111,277.2580645,268.375,9.8
1335,279,6.62146,282.0429993,421.7550049,20380,12/5/2017,12/13/2017,35512.55205,6047.720215,0,0,8 days 00:00:00.000000000,691200s (~1.14 weeks),CCO,LAC,RYE,362441,14,NA,6049,6047.71875,7,1,NA,24474248.6,Del Valle                   ,Temescal                    ,Saugus                      ,62.64516129,59.5,64.66666667,0,0,42.70967742,30,7.111111111,277.2580645,268.375,9.8
1336,263,34.2378998,252.4730072,301.9450073,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1337,156,30.1096992,217.2230072,251.8950043,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1338,495,28.2364998,244.6600037,241.1040039,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,130671,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1339,485,39.7891006,188.9880066,250.7980042,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1340,157,43.0789986,301.5090027,228.9250031,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1341,417,25.5300007,75.5781021,245.9889984,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1342,380,28.7964993,220.1679993,292.4419861,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1343,291,31.0671997,123.8389969,320.2489929,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1344,465,34.5546989,249.25,310.57901,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1345,30,1.3028001,114.5,283.5469971,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1346,411,38.6474991,215.9400024,273.1140137,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1347,25,9.1555004,244.2319946,253.8589935,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1348,198,28.7653999,220.9299927,219.8430023,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1349,172,15.5137997,264.3909912,227.503006,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1350,213,37.7993011,270.9259949,248.0769958,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1351,127,37.5385017,314.3659973,288.4700012,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1352,554,24.7677002,89.4993973,227.7259979,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,79808.39844,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1353,604,23.2061996,308.5440063,255.8399963,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1354,165,27.8973007,268.394989,354.9559937,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,10496.90039,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1355,429,12.5250998,232.901001,207.8589935,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1356,383,28.6198006,291.0130005,241.5619965,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1357,296,26.4377003,268.3039856,307.3569946,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1358,358,23.4612007,264.1640015,280.2539978,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,30496.30078,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1359,399,27.7205009,47.4039001,317.3890076,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1360,415,39.2463989,61.7153015,280.5910034,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1361,430,24.4032993,136.8730011,276.1099854,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1362,246,33.4894981,170.352005,281.9360046,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1363,338,30.8952007,104.1029968,213.3600006,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1364,328,31.6053009,187.5410004,253.4819946,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1365,491,15.7636995,243.5269928,222.4980011,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1366,440,39.0321007,86.6634979,262.7659912,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1367,251,2.8406899,293.9979858,215.7070007,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,619.7750244,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1368,329,35.7212982,223.5010071,313.071991,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1369,172,21.7331009,234.8450012,253.5059967,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1370,108,29.6737003,276.1820068,255.8690033,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1371,36,36.0969009,312.20401,351.1640015,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,30496.30078,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1372,526,23.155899,251.4349976,250.6649933,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,79808.39844,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1373,25,7.8873901,173.9620056,235.6239929,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1374,313,38.6599998,147.0670013,280.9710083,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1375,612,32.0015984,237.3769989,230.5440063,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,130671,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1376,402,3.9765899,231.6340027,349.8429871,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1377,362,17.1987,81.5373993,222.1580048,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1378,565,28.9871006,241.4309998,295.9689941,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1379,384,32.2151985,253.5299988,229.6269989,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1380,467,10.3493004,215.1049957,239.003006,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,10496.90039,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1381,350,27.5298996,183.3849945,224.1860046,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,10496.90039,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1382,282,31.0412998,148.0149994,328.4330139,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1383,37,4.9368401,207.0079956,200.5200043,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1384,266,38.2416992,324.2219849,290.0130005,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1385,333,38.151001,150.7079926,343.3559875,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1386,41,33.0690994,188.5209961,262.243988,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1387,48,4.68261,268.0350037,204.2949982,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1388,349,42.6959991,285.7319946,271.9620056,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1389,141,11.5665998,117.4369965,350.5079956,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1390,273,40.4487,258.6549988,257.0979919,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1391,61,4.18225,236.6119995,308.9039917,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1392,128,1.76004,158.128006,212.0160065,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1393,96,21.4869003,289.769989,220.701004,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,0,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
1394,540,32.493,270.4249878,249.4400024,20461,12/6/2017,12/7/2017,7285.375934,371.3080139,0,184621,1 days 00:00:00.000000000,86400s (~1 days),LRA,LDF,SKIRBALL,30179,4,"FIMT most info from LAFD website, homelss cook fire",422,371.3076172,8,1,NA,1502628.654,Beverly Hills               ,Topanga                     ,Malibu Hills                ,65.74193548,62.625,67,0,0,43.74193548,33.875,8,272.8709677,268.125,10.6
