FID,dbr,slope,aspect,dem,OBJECTID,ALARM_DATE.x,CONT_DATE.x,Shape_Leng.x,area,DeadBio,LivingBio,duration,fireduration,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Area,stn_1,stn_2,stn_3,month_temp,week_temp,dur_temp,month_precip,week_precip,month_humid,week_humid,dur_humid,month_sol,week_sol,wind_speed
0,335,3.9135001,29.6144009,79.7919998,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
1,0,2.8166299,241.9149933,78.5921021,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
2,81,4.1738,91.5838013,142.3399963,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
3,0,11.8568001,222.9900055,109.913002,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
4,362,11.4499998,96.2284012,119.8479996,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
5,255,1.8364201,10.8060999,97.1654968,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
6,0,5.8535399,157.548996,111.8069992,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
7,88,12.0250998,95.1927032,128.8329926,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
8,491,7.6953402,96.7330017,116.8339996,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
9,417,6.6251602,183.3359985,134.2200012,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
10,0,8.2892704,310.4719849,147.8990021,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
11,149,12.2433996,346.0889893,95.0294037,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
12,709,9.94452,236.052002,91.2993011,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
13,138,4.3092098,16.0491009,147.552002,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
14,96,6.0216498,74.2375031,115.7429962,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
15,127,8.7108603,94.5636978,140.5099945,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
16,127,5.2048302,231.4309998,92.0578995,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
17,152,1.99422,306.2189941,140.8589935,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
18,242,13.8260002,153.0579987,89.4954987,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
19,363,14.2433004,290.2590027,138.7839966,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
20,0,14.3281002,195.0549927,81.0831985,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
21,207,0.210919,347.0020142,64.3371964,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
22,356,0.0132138,76.3947983,55.6999016,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,13184.5,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
23,240,11.1304998,292.3670044,109.7570038,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
24,345,7.0406098,196.8739929,86.5867996,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
25,0,6.6224198,141.2819977,61.3627014,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
26,0,1.8581899,288.8320007,61.6413002,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
27,0,16.4550991,189.0690002,61.8112984,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
28,290,14.1070004,334.7640076,143.6950073,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
29,0,1.50439,324.7810059,59.283699,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
30,260,11.1096001,68.6564026,80.0727005,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
31,80,23.2919006,12.7104998,109.2109985,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
32,387,21.3978004,56.6002998,145.1940002,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,13184.5,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
33,0,0.89835,62.542099,66.9177017,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
34,498,26.4510002,322.9219971,185.5829926,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
35,0,3.51826,292.2109985,63.0495987,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
36,350,0.0721106,170.576004,64.8010025,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,13184.5,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
37,20,0.3224,330.0710144,62.6973991,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
38,308,17.1947002,345.8389893,95.4402008,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
39,365,0.499557,309.2780151,57.5698013,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
40,501,0.408959,218.1430054,52.0250015,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,161382,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
41,210,1.8114901,157.6940002,64.5593033,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,59154.80078,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
42,478,16.5953999,44.6189995,84.3406982,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
43,306,1.28505,286.9970093,58.5917015,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
44,217,0.539842,272.5700073,58.5026016,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
45,179,26.7796001,210.9179993,116.5910034,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
46,237,17.5482006,342.321991,159.5110016,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
47,129,0.146937,303.7420044,67.7013016,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
48,0,10.9650002,357.677002,165.8540039,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
49,318,13.5741997,330.928009,111.1500015,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
50,98,0.751835,222.7799988,71.0067978,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
51,654,1.95014,331.3599854,78.6662979,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
52,375,2.4679899,339.6470032,60.6200981,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
53,238,13.6990995,203.6000061,100.7160034,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
54,54,11.9528999,22.4403,86.2912979,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
55,38,8.4507399,110.0199966,68.6886978,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
56,340,0.650688,317.552002,58.2431984,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,13184.5,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
57,69,0.275782,154.9649963,62.2767982,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
58,0,3.3636301,146.5659943,66.0910034,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
59,0,7.5665798,188.8609924,148.8269958,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
60,145,0.928522,0.242013,65.3927002,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
61,0,0.656503,307.6199951,60.3680992,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
62,0,3.1057,200.9949951,66.5702972,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
63,284,33.0214005,306.1159973,188.4839935,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
64,517,0.473243,351.9620056,52.5116997,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,13184.5,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
65,97,10.3460999,139.0200043,166.9100037,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
66,223,0.474745,265.1019897,74.464798,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
67,21,33.8703995,194.1580048,203.0789948,20290,12/7/2017,12/24/2017,37220.33654,4080.610107,0,0,17 days 00:00:00.000000000,1468800s (~2.43 weeks),CDF,MVU,LILAC,24612,14,NA,4100,4080.614746,1,1,NA,16513661.83,Pala                        ,Ammo Dump                   ,Target Range                ,62.58064516,61.5,58.66666667,0,0,53.4516129,42.5,27.33333333,268.8387097,266,6.711111111
