Station,Fire,date,solar_rad,wind_avg_mph,wind_v_dir_deg,wind_max_mph,air_temp_mean_degF,air_temp_max_degF,air_temp_min_degF,fuel_temp_mean_degF,fuel_temp_max_degF,fuel_temp_min_degF,humidity_mean,humidity_max,humidity_min,dew_point_degF,wet_bulb_degF,precip_inches
Little Tujunga,20379,11/1/17,NA,,,14,,66,58,,73,57,,93,53,,,
Little Tujunga,20379,11/2/17,NA,3.7,188,15,58,62,55,58,65,54,78,95,54,51,54,0
Little Tujunga,20379,11/3/17,NA,3.5,97,16,59,66,53,60,76,52,65,84,50,46,51,0
Little Tujunga,20379,11/4/17,NA,,,17,,70,51,,81,48,,80,40,,,
Little Tujunga,20379,11/5/17,NA,3.9,193,17,58,67,50,60,77,48,81,100,55,52,54,0.04
Little Tujunga,20379,11/6/17,NA,4.5,133,18,59,69,51,61,79,50,72,96,40,49,53,0
Little Tujunga,20379,11/7/17,NA,,,13,,74,54,,85,52,,81,40,,,
Little Tujunga,20379,11/8/17,NA,4.5,77,15,62,76,53,63,85,50,68,89,42,50,55,0
Little Tujunga,20379,11/9/17,NA,3.5,37,13,58,70,49,59,80,48,81,100,46,51,53,0
Little Tujunga,20379,11/10/17,NA,,,13,,68,48,,77,46,,100,51,,,
Little Tujunga,20379,11/11/17,NA,4.1,52,12,57,72,47,58,82,45,67,88,41,45,50,0
Little Tujunga,20379,11/12/17,NA,3.7,52,9,58,68,50,58,72,47,57,72,41,43,49,0
Little Tujunga,20379,11/13/17,NA,,,10,,76,49,,85,46,,63,18,,,
Little Tujunga,20379,11/14/17,NA,4.3,60,14,66,79,56,66,88,53,35,45,22,37,50,0
Little Tujunga,20379,11/15/17,NA,,,11,,80,57,,89,54,,44,18,,,
Little Tujunga,20379,11/16/17,NA,3.8,21,15,67,77,60,67,84,58,44,63,31,44,53,0
Little Tujunga,20379,11/17/17,NA,,,13,,72,52,,82,50,,97,45,,,
Little Tujunga,20379,11/18/17,NA,4.7,45,17,63,78,49,64,92,46,41,96,14,33,48,0
Little Tujunga,20379,11/19/17,NA,,,11,,76,53,,88,49,,25,9,,,
Little Tujunga,20379,11/20/17,NA,,,20,,77,54,,85,51,,32,12,,,
Little Tujunga,20379,11/21/17,NA,4.4,77,11,74,89,61,75,97,59,19,28,9,27,50,0
Little Tujunga,20379,11/22/17,NA,,,11,,92,70,,102,66,,26,13,,,
Little Tujunga,20379,11/23/17,NA,5,79,14,77,92,67,77,100,64,22,30,14,35,53,0
Little Tujunga,20379,11/24/17,NA,4.2,63,12,73,86,65,74,96,61,26,37,17,35,52,0
Little Tujunga,20379,11/25/17,NA,,,11,,85,60,,95,57,,41,20,,,
Little Tujunga,20379,11/26/17,NA,4.3,82,12,65,79,54,66,88,52,41,80,26,39,50,0
Little Tujunga,20379,11/27/17,NA,4.2,78,21,57,67,47,57,79,44,62,100,26,41,49,0.02
Little Tujunga,20379,11/28/17,NA,4.2,60,12,59,76,45,60,85,43,33,65,12,27,44,0
Little Tujunga,20379,11/29/17,NA,4.9,48,13,62,77,51,63,89,48,24,38,11,23,44,0
Little Tujunga,20379,11/30/17,NA,,,11,,76,52,,88,49,,45,16,,,
Little Tujunga,20379,12/1/17,NA,,,13,,76,54,,86,51,,48,21,,,
Little Tujunga,20379,12/2/17,NA,4.8,72,11,62,76,52,62,87,49,43,56,26,38,49,0
Little Tujunga,20379,12/3/17,NA,4.4,72,13,56,68,48,57,79,46,60,75,45,42,48,0
Little Tujunga,20379,12/4/17,NA,9.2,29,40,55,65,43,55,73,40,24,68,7,11,39,0
Little Tujunga,20379,12/5/17,NA,14.7,44,50,58,63,54,57,64,52,9,12,5,-1,38,0
Little Tujunga,20379,12/6/17,NA,8.1,27,35,66,73,54,65,80,51,8,11,4,2,42,0
Little Tujunga,20379,12/7/17,NA,4.9,14,25,65,74,54,64,83,50,8,12,3,0,41,0
Little Tujunga,20379,12/8/17,NA,4.3,52,21,68,79,60,67,89,55,10,14,6,8,43,0
Little Tujunga,20379,12/9/17,NA,7.3,21,26,72,81,60,71,90,56,6,12,4,2,44,0
Little Tujunga,20379,12/10/17,NA,7.8,9,24,73,79,65,72,86,62,6,8,4,0,45,0
Little Tujunga,20379,12/11/17,NA,5.5,72,16,70,79,63,69,89,59,5,9,2,-4,43,0
Little Tujunga,20379,12/12/17,NA,4.2,85,20,70,82,60,69,92,55,4,7,2,-12,42,0
Little Tujunga,20379,12/13/17,NA,4.3,65,13,68,81,59,68,91,55,8,13,4,3,43,0
Little Tujunga,20379,12/14/17,NA,7.1,19,31,68,80,53,68,89,50,8,12,4,4,43,0
Little Tujunga,20379,12/15/17,NA,4.3,97,17,67,79,57,67,90,53,8,13,4,3,42,0
Little Tujunga,20379,12/16/17,NA,5.8,62,26,59,65,52,59,72,51,30,73,14,25,43,0
Little Tujunga,20379,12/17/17,NA,11.5,9,39,58,64,51,59,72,49,18,22,15,15,40,0
