Station,Fire,date,solar_rad,wind_avg_mph,wind_v_dir_deg,wind_max_mph,air_temp_mean_degF,air_temp_max_degF,air_temp_min_degF,fuel_temp_mean_degF,fuel_temp_max_degF,fuel_temp_min_degF,humidity_mean,humidity_max,humidity_min,dew_point_degF,wet_bulb_degF,precip_inches
North Fork,20301,8/1/17,619,2.5,294,11,86,104,70,89,119,66,37,55,20,54,64,0
North Fork,20301,8/2/17,484,2.4,305,15,86,102,71,88,115,68,39,57,19,56,65,0
North Fork,20301,8/3/17,462,1.9,265,14,84,98,74,87,112,73,42,61,24,57,66,0
North Fork,20301,8/4/17,298,1.6,286,14,79,90,72,81,101,70,46,58,33,56,64,0
North Fork,20301,8/5/17,553,2.2,294,13,80,96,67,83,111,65,44,68,24,55,63,0
North Fork,20301,8/6/17,666,2.4,300,13,79,95,65,83,109,62,42,65,18,52,61,0
North Fork,20301,8/7/17,675,2.7,303,14,79,95,64,83,108,61,42,59,24,52,61,0
North Fork,20301,8/8/17,672,2.9,305,13,79,96,65,83,109,62,41,63,21,51,61,0
North Fork,20301,8/9/17,669,2.5,296,13,79,96,64,83,110,61,39,58,20,50,60,0
North Fork,20301,8/10/17,670,2.9,294,14,79,96,64,83,109,61,41,60,22,51,61,0
North Fork,20301,8/11/17,674,2.8,303,13,80,97,64,84,111,61,39,64,18,50,60,0
North Fork,20301,8/12/17,676,2.5,298,13,79,98,63,83,111,59,35,59,16,47,59,0
North Fork,20301,8/13/17,673,2.8,308,13,79,96,63,82,111,59,34,55,16,45,58,0
North Fork,20301,8/14/17,632,2.5,291,13,75,90,62,79,104,58,40,64,21,47,58,0
North Fork,20301,8/15/17,647,2.7,288,12,71,85,56,75,99,54,54,78,36,52,59,0
North Fork,20301,8/16/17,625,2.1,297,12,73,87,58,77,100,56,56,82,34,54,60,0
North Fork,20301,8/17/17,619,2.3,300,12,78,94,62,82,108,60,51,75,30,56,63,0
North Fork,20301,8/18/17,552,2.1,303,12,79,97,66,82,111,63,51,75,29,58,65,0
North Fork,20301,8/19/17,568,2.5,307,14,80,97,67,84,112,64,46,65,28,56,64,0
North Fork,20301,8/20/17,621,2.4,279,13,80,95,67,84,109,64,48,71,27,56,64,0
North Fork,20301,8/21/17,405,1.9,312,12,77,95,63,79,108,60,47,73,19,53,62,0
North Fork,20301,8/22/17,614,1.9,295,15,77,94,62,81,109,59,42,66,16,50,60,0
North Fork,20301,8/23/17,619,2.4,283,12,79,96,64,83,110,60,40,61,24,51,61,0
North Fork,20301,8/24/17,593,2.5,295,12,79,94,64,82,107,61,43,65,24,53,62,0
North Fork,20301,8/25/17,616,2.9,300,11,82,100,65,86,114,62,38,65,16,51,62,0
North Fork,20301,8/26/17,631,3,302,12,85,106,68,89,119,65,32,50,14,50,62,0
North Fork,20301,8/27/17,580,2.5,316,14,85,105,69,88,118,65,34,50,17,51,62,0
North Fork,20301,8/28/17,621,2.4,295,13,89,109,70,92,122,65,26,44,9,45,61,0
North Fork,20301,8/29/17,573,2.8,314,14,88,106,74,91,119,70,27,39,13,47,62,0
North Fork,20301,8/30/17,562,2.6,304,15,86,102,73,89,116,69,31,45,16,51,63,0
North Fork,20301,8/31/17,548,2.2,303,14,84,102,68,86,115,65,36,51,17,51,62,0
North Fork,20301,9/1/17,508,2.2,313,11,84,101,69,86,113,65,34,51,17,50,62,0
North Fork,20301,9/2/17,575,2.6,306,12,88,108,70,90,120,66,29,49,10,47,62,0
North Fork,20301,9/3/17,437,2.6,321,17,84,103,70,86,117,66,35,48,19,52,63,0
North Fork,20301,9/4/17,359,1.8,312,11,82,98,70,83,108,68,45,62,27,57,65,0
North Fork,20301,9/5/17,422,2,299,10,78,95,66,81,109,64,54,75,30,59,65,0
North Fork,20301,9/6/17,482,2.1,302,12,77,94,65,81,110,62,53,74,31,58,64,0
North Fork,20301,9/7/17,554,2.2,297,12,75,91,62,78,104,59,54,81,29,55,62,0
North Fork,20301,9/8/17,539,2.6,305,11,73,89,60,76,103,57,54,77,30,54,60,0
North Fork,20301,9/9/17,533,2.5,306,14,74,92,60,77,104,56,46,73,21,50,59,0
North Fork,20301,9/10/17,529,2.5,304,15,78,96,62,81,108,58,39,62,20,49,59,0
North Fork,20301,9/11/17,358,2.2,307,20,77,95,63,78,104,59,50,92,21,54,62,0.17
North Fork,20301,9/12/17,542,2.2,299,11,76,93,63,79,105,60,56,89,30,57,63,0
North Fork,20301,9/13/17,549,2.3,286,14,72,88,58,75,99,56,59,87,22,55,61,0
North Fork,20301,9/14/17,358,1.4,277,13,65,75,54,67,88,52,73,93,54,55,58,0
North Fork,20301,9/15/17,548,2.2,287,13,66,80,56,70,94,53,62,89,34,51,56,0
North Fork,20301,9/16/17,524,2.3,308,11,69,85,54,71,97,51,54,80,28,49,56,0
North Fork,20301,9/17/17,547,2.5,300,15,70,88,56,72,100,52,43,69,21,44,54,0
North Fork,20301,9/18/17,548,2.9,292,13,68,84,55,71,96,51,44,65,18,42,53,0
North Fork,20301,9/19/17,535,2.3,295,12,63,78,50,66,91,48,57,85,31,46,52,0
North Fork,20301,9/20/17,539,2,276,12,64,79,49,68,91,45,53,80,28,45,52,0
North Fork,20301,9/21/17,377,2,268,11,53,66,42,54,76,38,78,100,41,45,49,0.98
North Fork,20301,9/22/17,451,2.3,305,13,53,66,40,54,79,36,65,89,36,39,45,0
North Fork,20301,9/23/17,544,2,302,12,56,72,43,59,85,39,59,85,31,40,47,0
North Fork,20301,9/24/17,531,2.5,315,14,59,76,46,61,88,43,49,75,24,38,47,0
North Fork,20301,9/25/17,510,2.5,300,12,62,79,49,64,91,45,45,66,24,39,49,0
North Fork,20301,9/26/17,526,2.5,307,10,65,83,50,67,94,47,43,67,21,39,50,0
North Fork,20301,9/27/17,527,2,300,12,68,87,51,69,98,47,38,64,16,38,51,0
North Fork,20301,9/28/17,515,2.8,312,13,70,89,56,72,101,52,37,57,16,40,52,0
North Fork,20301,9/29/17,450,2.7,308,13,69,86,55,70,98,51,38,58,18,40,52,0
North Fork,20301,9/30/17,510,2.8,299,12,66,82,53,68,93,49,48,75,23,43,53,0
