Station,Fire,date,solar_rad,wind_avg_mph,wind_v_dir_deg,wind_max_mph,air_temp_mean_degF,air_temp_max_degF,air_temp_min_degF,fuel_temp_mean_degF,fuel_temp_max_degF,fuel_temp_min_degF,humidity_mean,humidity_max,humidity_min,dew_point_degF,wet_bulb_degF,precip_inches
Somes Bar,20504,6/1/17,670,4.5,152,21,68,84,54,76,104,52,53,78,27,49,56,0
Somes Bar,20504,6/2/17,656,3.6,141,24,66,89,47,73,107,46,59,95,23,48,55,0
Somes Bar,20504,6/3/17,642,4.9,148,27,65,85,52,72,102,50,60,90,26,48,55,0
Somes Bar,20504,6/4/17,679,5.5,151,25,62,78,51,69,97,49,59,81,33,46,53,0
Somes Bar,20504,6/5/17,652,3.5,136,21,68,88,48,75,107,47,50,92,19,44,53,0
Somes Bar,20504,6/6/17,651,3.6,141,23,68,88,50,75,107,49,50,86,24,46,55,0
Somes Bar,20504,6/7/17,307,2.2,125,15,61,74,52,63,89,51,75,97,34,52,55,0.26
Somes Bar,20504,6/8/17,513,3.2,141,22,60,70,54,65,86,55,79,97,57,53,55,0.63
Somes Bar,20504,6/9/17,519,3,161,17,58,69,51,64,90,51,65,92,39,45,51,0
Somes Bar,20504,6/10/17,288,1.7,124,15,51,56,47,53,64,47,90,96,79,48,49,0.36
Somes Bar,20504,6/11/17,541,1.6,92,15,55,67,46,60,83,46,73,96,40,45,49,0
Somes Bar,20504,6/12/17,354,3,147,22,56,69,48,60,84,48,72,94,44,47,50,0
Somes Bar,20504,6/13/17,681,4.9,149,27,61,77,47,68,95,47,65,94,34,47,53,0
Somes Bar,20504,6/14/17,541,2.7,135,19,63,82,47,68,97,45,61,96,21,46,53,0
Somes Bar,20504,6/15/17,263,1.3,146,10,62,73,52,65,89,52,74,90,51,53,57,0
Somes Bar,20504,6/16/17,587,3.3,143,19,70,87,59,76,106,56,61,94,34,54,60,0
Somes Bar,20504,6/17/17,652,2.8,141,20,71,93,52,78,111,51,59,94,29,54,60,0
Somes Bar,20504,6/18/17,655,1.5,28,14,80,103,57,86,117,55,54,91,23,58,65,0
Somes Bar,20504,6/19/17,647,3.9,150,25,80,101,64,87,119,62,57,90,31,61,67,0
