Station,Fire,date,solar_rad,wind_avg_mph,wind_v_dir_deg,wind_max_mph,air_temp_mean_degF,air_temp_max_degF,air_temp_min_degF,fuel_temp_mean_degF,fuel_temp_max_degF,fuel_temp_min_degF,humidity_mean,humidity_max,humidity_min,dew_point_degF,wet_bulb_degF,precip_inches
Blue Mountain,20602,6/1/17,583,6.4,271,18,56,66,47,59,78,46,64,98,39,42,48,0
Blue Mountain,20602,6/2/17,764,5.4,204,15,63,76,48,66,91,42,38,60,16,34,48,0
Blue Mountain,20602,6/3/17,635,6,231,21,63,74,51,65,87,44,45,71,23,39,50,0
Blue Mountain,20602,6/4/17,601,6.8,272,24,57,70,47,60,85,41,48,69,24,37,47,0
Blue Mountain,20602,6/5/17,747,5.4,76,16,61,75,44,64,90,39,35,52,17,31,46,0
Blue Mountain,20602,6/6/17,736,5.9,215,28,66,78,54,68,94,47,28,46,13,29,47,0
Blue Mountain,20602,6/7/17,539,7.5,213,27,62,71,54,63,81,48,36,55,18,33,47,0
Blue Mountain,20602,6/8/17,449,12.5,224,34,48,55,40,50,63,38,67,97,46,37,43,0
Blue Mountain,20602,6/9/17,518,9,255,35,44,55,36,46,65,33,74,99,28,35,40,0.08
Blue Mountain,20602,6/10/17,432,5.6,287,23,39,51,32,42,61,32,75,100,39,31,36,0.16
Blue Mountain,20602,6/11/17,304,5.1,326,20,37,44,32,39,50,32,96,100,82,36,37,0.51
Blue Mountain,20602,6/12/17,320,11.6,290,30,41,51,37,42,59,36,90,100,60,38,39,0.06
Blue Mountain,20602,6/13/17,731,7.3,288,23,48,62,36,51,74,36,61,100,23,32,40,0
Blue Mountain,20602,6/14/17,751,4.3,294,15,57,69,43,59,85,29,42,64,26,33,44,0
Blue Mountain,20602,6/15/17,506,6.5,256,23,58,69,47,60,80,43,58,88,37,43,49,0
Blue Mountain,20602,6/16/17,705,6.8,284,25,61,72,51,65,88,49,67,91,47,49,54,0
Blue Mountain,20602,6/17/17,760,5.6,319,24,62,75,48,66,88,42,57,87,33,45,52,0
Blue Mountain,20602,6/18/17,776,7.6,70,20,72,85,55,75,98,52,42,72,21,45,56,0
Blue Mountain,20602,6/19/17,670,7.2,173,20,77,91,65,79,105,61,35,61,21,46,58,0
Blue Mountain,20602,6/20/17,772,5.5,302,18,74,87,61,77,103,55,49,77,24,51,59,0
Blue Mountain,20602,6/21/17,780,8.6,43,23,69,86,56,73,101,54,34,62,18,37,52,0
Blue Mountain,20602,6/22/17,798,11.5,64,23,67,79,55,70,94,52,21,29,15,26,47,0
Blue Mountain,20602,6/23/17,798,9.8,70,22,72,86,56,75,100,53,21,29,12,28,49,0
Blue Mountain,20602,6/24/17,792,8.2,84,20,77,90,63,81,105,60,18,24,12,30,52,0
Blue Mountain,20602,6/25/17,570,6.9,195,36,76,90,63,77,106,55,26,52,13,35,53,0
Blue Mountain,20602,6/26/17,782,8.5,233,27,70,80,59,72,94,54,32,56,14,36,51,0
Blue Mountain,20602,6/27/17,785,7.3,259,23,66,79,55,70,94,51,31,61,16,33,49,0
Blue Mountain,20602,6/28/17,794,7,289,24,64,77,52,67,91,46,39,79,7,32,48,0
Blue Mountain,20602,6/29/17,791,4.3,329,17,67,80,52,70,96,39,27,49,12,29,48,0
Blue Mountain,20602,6/30/17,783,5.3,239,15,72,85,60,75,101,50,25,66,11,31,51,0
Blue Mountain,20602,7/1/17,750,6.4,296,23,68,83,55,73,99,51,48,77,24,46,55,0
Blue Mountain,20602,7/2/17,767,4.8,301,16,73,88,58,77,102,50,39,62,16,44,55,0
Blue Mountain,20602,7/3/17,765,5.5,257,20,73,87,59,77,103,51,39,62,21,45,56,0
Blue Mountain,20602,7/4/17,781,9,227,28,71,83,60,74,98,57,29,54,13,33,51,0
Blue Mountain,20602,7/5/17,740,7.8,208,32,72,85,60,74,99,54,22,37,9,29,50,0
Blue Mountain,20602,7/6/17,779,7.1,213,28,76,88,64,78,103,57,21,37,11,31,52,0
Blue Mountain,20602,7/7/17,777,6.3,230,28,77,88,66,79,102,56,19,33,11,30,52,0
Blue Mountain,20602,7/8/17,771,6.4,221,26,78,91,64,79,106,51,22,49,10,32,53,0
Blue Mountain,20602,7/9/17,768,6.2,265,28,76,89,62,78,104,52,31,60,8,37,54,0
Blue Mountain,20602,7/10/17,754,6.8,297,23,70,84,58,74,101,54,38,64,21,42,54,0
Blue Mountain,20602,7/11/17,739,5.3,313,20,71,84,57,75,102,52,38,63,24,43,54,0
Blue Mountain,20602,7/12/17,762,6,233,20,72,86,60,75,100,49,33,59,16,39,53,0
Blue Mountain,20602,7/13/17,769,6.9,221,23,72,85,60,75,100,54,27,46,9,34,52,0
Blue Mountain,20602,7/14/17,729,6.1,233,23,75,89,62,77,104,51,26,44,13,36,53,0
Blue Mountain,20602,7/15/17,742,6.6,293,22,72,85,59,76,102,54,38,71,21,43,55,0
Blue Mountain,20602,7/16/17,762,5.6,339,18,71,83,59,74,101,53,27,40,13,34,51,0
Blue Mountain,20602,7/17/17,747,6,265,28,70,82,57,71,99,45,26,45,12,32,50,0
Blue Mountain,20602,7/18/17,760,7.3,217,27,69,80,58,71,97,48,23,36,11,29,48,0
Blue Mountain,20602,7/19/17,763,5.8,247,23,68,82,54,71,97,45,35,74,9,33,50,0
Blue Mountain,20602,7/20/17,746,5.2,296,19,67,82,54,71,97,47,39,65,18,39,51,0
Blue Mountain,20602,7/21/17,751,5.2,324,17,70,83,56,74,100,48,27,38,16,34,50,0
Blue Mountain,20602,7/22/17,744,8.1,65,23,75,89,59,78,104,52,21,39,11,31,51,0
Blue Mountain,20602,7/23/17,658,6.9,69,20,79,94,67,81,111,63,24,42,12,37,55,0.01
Blue Mountain,20602,7/24/17,504,5.8,173,26,71,89,62,72,110,57,41,71,17,44,55,0.55
Blue Mountain,20602,7/25/17,550,5.9,80,28,68,85,57,70,103,53,48,83,25,46,55,0.28
Blue Mountain,20602,7/26/17,642,5.1,351,24,66,82,56,67,98,50,51,81,26,47,54,0.02
Blue Mountain,20602,7/27/17,667,4.2,221,17,71,83,59,73,99,52,40,65,20,44,55,0
Blue Mountain,20602,7/28/17,732,6,243,24,73,87,61,76,102,54,36,71,9,39,54,0
Blue Mountain,20602,7/29/17,676,4.8,316,16,74,88,61,77,104,53,34,65,13,41,55,0
Blue Mountain,20602,7/30/17,523,5.8,11,20,76,87,62,76,98,56,23,36,16,35,53,0
Blue Mountain,20602,7/31/17,598,6.7,31,18,80,93,68,82,111,63,19,26,11,34,54,0
Blue Mountain,20602,8/1/17,455,5.6,73,19,81,93,71,81,107,67,20,28,14,36,55,0
Blue Mountain,20602,8/2/17,611,5.7,290,20,82,94,70,85,107,65,19,28,13,36,56,0
Blue Mountain,20602,8/3/17,670,5.2,297,20,81,94,70,83,109,57,23,39,13,39,56,0
Blue Mountain,20602,8/4/17,606,7,279,22,76,88,65,77,100,58,28,43,11,39,55,0
Blue Mountain,20602,8/5/17,457,4.6,274,17,71,83,63,70,95,55,31,41,19,38,52,0
Blue Mountain,20602,8/6/17,362,4.8,193,27,67,80,60,68,96,57,41,54,21,41,52,0
Blue Mountain,20602,8/7/17,378,5.7,85,20,63,79,54,63,94,52,62,88,34,49,54,0.74
Blue Mountain,20602,8/8/17,655,4,99,15,70,83,57,72,96,51,44,68,24,46,55,0
Blue Mountain,20602,8/9/17,387,3.4,191,18,69,81,61,69,91,55,46,65,26,46,55,0
Blue Mountain,20602,8/10/17,576,4.1,136,22,70,83,60,71,98,52,37,55,19,41,53,0.01
Blue Mountain,20602,8/11/17,660,4.9,266,17,70,82,58,73,97,52,40,65,21,43,54,0
Blue Mountain,20602,8/12/17,,,,22,,80,60,,97,54,,73,25,,,
Blue Mountain,20602,8/13/17,571,5,304,19,66,77,56,69,95,51,45,77,26,43,52,0
Blue Mountain,20602,8/14/17,536,4.5,299,16,64,75,53,67,89,52,53,85,29,45,52,0
Blue Mountain,20602,8/15/17,629,4.6,309,18,66,79,54,69,95,44,34,57,22,36,50,0
Blue Mountain,20602,8/16/17,644,5.4,340,18,69,81,57,71,97,49,24,39,17,30,49,0
Blue Mountain,20602,8/17/17,640,5.1,314,17,71,84,59,73,99,49,30,48,14,36,51,0
Blue Mountain,20602,8/18/17,631,5,312,18,73,86,62,74,103,52,24,40,10,31,51,0
Blue Mountain,20602,8/19/17,538,5.6,10,21,69,82,57,71,97,48,27,43,16,33,50,0
Blue Mountain,20602,8/20/17,604,7.2,36,18,71,85,57,74,100,54,25,39,15,32,50,0
Blue Mountain,20602,8/21/17,537,5.7,56,16,74,89,62,76,103,59,22,53,13,32,51,0
Blue Mountain,20602,8/22/17,523,6.5,226,33,67,87,55,69,102,50,56,94,21,48,55,2.3
Blue Mountain,20602,8/23/17,493,4.4,315,15,67,79,57,68,90,55,48,87,26,45,54,0
Blue Mountain,20602,8/24/17,589,6.1,261,21,68,80,58,69,92,51,43,80,16,42,53,0
