Station,Fire,date,solar_rad,wind_avg_mph,wind_v_dir_deg,wind_max_mph,air_temp_mean_degF,air_temp_max_degF,air_temp_min_degF,fuel_temp_mean_degF,fuel_temp_max_degF,fuel_temp_min_degF,humidity_mean,humidity_max,humidity_min,dew_point_degF,wet_bulb_degF,precip_inches
Quincy Rd,20540,6/1/17,567,1.3,334,13,62,81,44,65,97,43,65,100,31,47,53,0
Quincy Rd,20540,6/2/17,630,1.4,211,15,65,89,43,69,107,41,58,99,16,45,53,0
Quincy Rd,20540,6/3/17,432,1.1,226,18,63,84,45,64,95,44,61,96,22,46,52,0
Quincy Rd,20540,6/4/17,637,1.4,246,18,63,83,44,66,98,42,51,97,9,39,50,0
Quincy Rd,20540,6/5/17,613,1.2,257,15,63,87,41,66,105,39,46,94,13,36,48,0
Quincy Rd,20540,6/6/17,644,1.5,218,14,64,88,40,68,106,38,44,83,9,36,49,0
Quincy Rd,20540,6/7/17,423,1.7,193,19,63,80,43,65,88,41,45,84,15,39,50,0
Quincy Rd,20540,6/8/17,273,1.6,273,19,53,63,46,54,72,45,76,97,36,45,49,0.13
Quincy Rd,20540,6/9/17,411,2,219,20,53,66,43,54,79,42,76,100,49,45,48,0.09
Quincy Rd,20540,6/10/17,657,2.2,216,19,53,65,39,56,81,38,60,96,35,37,44,0
Quincy Rd,20540,6/11/17,332,1.3,253,16,45,52,39,45,57,40,84,99,60,40,42,0.53
Quincy Rd,20540,6/12/17,183,0.8,190,13,46,56,38,46,54,39,88,100,57,42,44,0.03
Quincy Rd,20540,6/13/17,599,1,245,13,58,78,41,61,95,40,68,100,32,45,50,0
Quincy Rd,20540,6/14/17,642,1,248,13,62,83,42,66,100,40,60,100,24,44,51,0
Quincy Rd,20540,6/15/17,615,1.3,266,13,65,84,43,69,100,42,57,96,22,46,54,0
Quincy Rd,20540,6/16/17,618,1,262,13,72,96,49,75,113,48,58,97,25,52,59,0
Quincy Rd,20540,6/17/17,627,0.7,320,11,75,96,53,79,113,52,52,98,21,52,60,0
Quincy Rd,20540,6/18/17,,,,10,,100,54,,117,52,,94,19,,,
Quincy Rd,20540,6/19/17,567,0.8,218,11,79,105,58,82,120,57,53,92,16,56,63,0
Quincy Rd,20540,6/20/17,629,1.1,216,12,79,100,59,83,117,56,51,90,17,55,63,0
Quincy Rd,20540,6/21/17,617,0.8,291,9,80,101,59,83,116,57,51,93,18,56,64,0
Quincy Rd,20540,6/22/17,636,0.5,295,7,78,102,55,80,118,53,44,88,14,49,59,0
Quincy Rd,20540,6/23/17,624,1,242,12,77,103,53,81,121,51,49,89,18,52,61,0
Quincy Rd,20540,6/24/17,638,0.6,208,10,81,104,57,85,121,55,52,95,12,56,64,0
Quincy Rd,20540,6/25/17,617,1.8,239,15,78,96,62,82,112,59,52,89,20,55,63,0
Quincy Rd,20540,6/26/17,644,2.1,238,22,70,87,53,73,102,50,48,94,13,44,55,0
Quincy Rd,20540,6/27/17,649,1.6,228,16,67,87,45,70,106,42,45,86,14,41,52,0
Quincy Rd,20540,6/28/17,635,1.6,235,15,68,87,47,71,107,45,49,88,21,44,54,0
Quincy Rd,20540,6/29/17,639,1.2,233,15,71,95,47,75,112,45,52,88,17,48,57,0
Quincy Rd,20540,6/30/17,612,1.4,230,15,74,96,52,78,114,50,54,97,19,51,60,0
Quincy Rd,20540,7/1/17,619,1.1,248,13,74,93,55,78,110,53,58,94,22,55,61,0
Quincy Rd,20540,7/2/17,634,1.2,237,13,75,97,55,78,114,52,54,93,15,52,60,0
Quincy Rd,20540,7/3/17,615,1.5,229,15,71,91,51,74,108,49,54,95,19,50,57,0
Quincy Rd,20540,7/4/17,633,1.5,239,15,71,92,49,74,107,47,51,92,19,47,56,0
Quincy Rd,20540,7/5/17,571,1.2,237,16,71,92,49,74,109,47,48,92,13,45,56,0
Quincy Rd,20540,7/6/17,625,1.3,235,12,75,98,50,78,116,48,46,86,14,47,57,0
Quincy Rd,20540,7/7/17,628,1,238,13,76,100,52,79,118,50,42,85,13,45,57,0
Quincy Rd,20540,7/8/17,608,1.2,246,13,76,100,51,79,116,49,39,74,12,44,56,0
Quincy Rd,20540,7/9/17,624,1.8,212,14,75,97,53,78,113,50,38,73,12,43,56,0
Quincy Rd,20540,7/10/17,638,1.6,237,16,73,94,49,76,110,47,39,81,10,40,54,0
Quincy Rd,20540,7/11/17,628,1.5,253,19,72,91,50,74,109,48,39,79,13,40,53,0
Quincy Rd,20540,7/12/17,626,1.3,238,14,71,93,48,74,112,45,43,76,16,43,54,0
Quincy Rd,20540,7/13/17,623,1.2,240,15,71,93,48,74,111,45,45,85,16,45,55,0
Quincy Rd,20540,7/14/17,569,1.4,228,18,72,97,50,75,115,47,48,83,16,47,56,0
Quincy Rd,20540,7/15/17,623,1.3,201,12,73,96,49,77,114,47,47,92,11,46,57,0
Quincy Rd,20540,7/16/17,626,1.6,220,15,75,97,52,78,115,50,44,85,13,46,57,0
Quincy Rd,20540,7/17/17,625,1.5,240,16,72,92,51,75,108,48,41,79,15,43,55,0
Quincy Rd,20540,7/18/17,635,1.9,241,23,68,88,49,71,104,46,37,78,12,36,51,0
Quincy Rd,20540,7/19/17,623,1.8,235,16,67,91,42,70,108,39,36,71,8,33,49,0
Quincy Rd,20540,7/20/17,622,1.2,240,15,69,93,44,72,111,41,38,72,13,38,51,0
Quincy Rd,20540,7/21/17,624,1.1,249,16,71,96,46,75,113,43,44,78,10,43,54,0
Quincy Rd,20540,7/22/17,602,0.9,221,11,77,103,51,80,119,48,49,90,14,51,60,0
Quincy Rd,20540,7/23/17,562,1.3,250,16,76,97,57,79,114,55,49,89,16,51,60,0
Quincy Rd,20540,7/24/17,490,1.7,229,19,73,93,55,76,110,53,43,72,20,47,57,0
Quincy Rd,20540,7/25/17,591,1.5,250,18,73,92,55,77,109,53,45,73,23,48,57,0
Quincy Rd,20540,7/26/17,615,1.3,236,17,72,90,52,75,106,50,42,80,13,42,54,0
Quincy Rd,20540,7/27/17,606,1,259,14,74,99,49,77,115,46,42,72,11,45,56,0
Quincy Rd,20540,7/28/17,606,1.4,242,15,75,97,54,79,114,51,47,86,16,49,59,0
Quincy Rd,20540,7/29/17,543,1.2,244,14,74,98,51,77,115,49,46,83,17,48,57,0
Quincy Rd,20540,7/30/17,544,0.8,229,11,77,102,53,79,116,51,47,80,13,51,60,0
