Station,Fire,date,solar_rad,wind_avg_mph,wind_v_dir_deg,wind_max_mph,air_temp_mean_degF,air_temp_max_degF,air_temp_min_degF,fuel_temp_mean_degF,fuel_temp_max_degF,fuel_temp_min_degF,humidity_mean,humidity_max,humidity_min,dew_point_degF,wet_bulb_degF,precip_inches
Blue Mountain,20608,7/1/17,750,6.4,296,23,68,83,55,73,99,51,48,77,24,46,55,0
Blue Mountain,20608,7/2/17,767,4.8,301,16,73,88,58,77,102,50,39,62,16,44,55,0
Blue Mountain,20608,7/3/17,765,5.5,257,20,73,87,59,77,103,51,39,62,21,45,56,0
Blue Mountain,20608,7/4/17,781,9,227,28,71,83,60,74,98,57,29,54,13,33,51,0
Blue Mountain,20608,7/5/17,740,7.8,208,32,72,85,60,74,99,54,22,37,9,29,50,0
Blue Mountain,20608,7/6/17,779,7.1,213,28,76,88,64,78,103,57,21,37,11,31,52,0
Blue Mountain,20608,7/7/17,777,6.3,230,28,77,88,66,79,102,56,19,33,11,30,52,0
Blue Mountain,20608,7/8/17,771,6.4,221,26,78,91,64,79,106,51,22,49,10,32,53,0
Blue Mountain,20608,7/9/17,768,6.2,265,28,76,89,62,78,104,52,31,60,8,37,54,0
Blue Mountain,20608,7/10/17,754,6.8,297,23,70,84,58,74,101,54,38,64,21,42,54,0
Blue Mountain,20608,7/11/17,739,5.3,313,20,71,84,57,75,102,52,38,63,24,43,54,0
Blue Mountain,20608,7/12/17,762,6,233,20,72,86,60,75,100,49,33,59,16,39,53,0
Blue Mountain,20608,7/13/17,769,6.9,221,23,72,85,60,75,100,54,27,46,9,34,52,0
Blue Mountain,20608,7/14/17,729,6.1,233,23,75,89,62,77,104,51,26,44,13,36,53,0
Blue Mountain,20608,7/15/17,742,6.6,293,22,72,85,59,76,102,54,38,71,21,43,55,0
Blue Mountain,20608,7/16/17,762,5.6,339,18,71,83,59,74,101,53,27,40,13,34,51,0
Blue Mountain,20608,7/17/17,747,6,265,28,70,82,57,71,99,45,26,45,12,32,50,0
Blue Mountain,20608,7/18/17,760,7.3,217,27,69,80,58,71,97,48,23,36,11,29,48,0
Blue Mountain,20608,7/19/17,763,5.8,247,23,68,82,54,71,97,45,35,74,9,33,50,0
Blue Mountain,20608,7/20/17,746,5.2,296,19,67,82,54,71,97,47,39,65,18,39,51,0
Blue Mountain,20608,7/21/17,751,5.2,324,17,70,83,56,74,100,48,27,38,16,34,50,0
Blue Mountain,20608,7/22/17,744,8.1,65,23,75,89,59,78,104,52,21,39,11,31,51,0
Blue Mountain,20608,7/23/17,658,6.9,69,20,79,94,67,81,111,63,24,42,12,37,55,0.01
Blue Mountain,20608,7/24/17,504,5.8,173,26,71,89,62,72,110,57,41,71,17,44,55,0.55
Blue Mountain,20608,7/25/17,550,5.9,80,28,68,85,57,70,103,53,48,83,25,46,55,0.28
Blue Mountain,20608,7/26/17,642,5.1,351,24,66,82,56,67,98,50,51,81,26,47,54,0.02
Blue Mountain,20608,7/27/17,667,4.2,221,17,71,83,59,73,99,52,40,65,20,44,55,0
Blue Mountain,20608,7/28/17,732,6,243,24,73,87,61,76,102,54,36,71,9,39,54,0
Blue Mountain,20608,7/29/17,676,4.8,316,16,74,88,61,77,104,53,34,65,13,41,55,0
Blue Mountain,20608,7/30/17,523,5.8,11,20,76,87,62,76,98,56,23,36,16,35,53,0
Blue Mountain,20608,7/31/17,598,6.7,31,18,80,93,68,82,111,63,19,26,11,34,54,0
