"","X1","OBJECTID","DEM_MEAN","DEM_STD","slope_MEAN","slope_STD","aspect_MEAN","aspect_STD","LiveBio_MEAN","LiveBio_STD","DeadBio_MEAN","DeadBio_STD","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area","stn_1","stn_2","stn_3","month_temp","week_temp","dur_temp","month_precip","week_precip","month_humid","week_humid","dur_humid","month_sol","week_sol","wind_speed","dbr_means","fireduration","pred_dbr","step_dbr","lasso_dbr"
"43",42,20332,159.877243575651,55.0319046448837,11.1794808251514,6.83530099183625,217.406223845917,89.5407227081432,16592.9217106654,40490.0233146211,0,0,"CDF","LNU","PRESSLEY","00010049","2017/10/08 00:00:00.000","2017/10/31 00:00:00.000",14,"Nuns,Partrick, Adobe, Norrbom and Pressley>Nuns",791.88,791.888122558594,7,1,NA,17518.5980961534,3204657.58476404,"Santa Rosa                  ","Novato Fire-Robinhood       ","Atlas Peak                  ",67.0967741935484,66.875,63.0833333333333,0.06,0,51.8387096774194,33.125,54.375,394.193548387097,418.25,3.99166666666667,-120.035202689091,1987200,170.605761254632,189.719401407026,259.124292426943
"44",43,20637,432.812135387059,68.2878310126109,26.7826500371391,8.03462106584672,194.166831123395,76.4185182202509,252038.692188893,188974.132176185,0,0,"CDF","CZU","BEAR","00007822","2017/10/16 00:00:00.000","2017/10/25 00:00:00.000",7,NA,391,317.200988769531,7,1,NA,6672.60932932537,1283666.89572897,"Ben Lomond                  ","Los Gatos                   ","Chalks                      ",63,63.375,65.5,0,0,37.9032258064516,24,40.9,459.033333333333,432,2.95,177.983432684914,777600,164.14607834834,177.357617199035,259.124292426943
"45",44,20123,246.551796977227,67.5412472802133,16.8559071633322,6.89706842933794,193.15028710815,64.9401848958304,1792.91351081585,6933.22391998821,0,0,"CDF","TUU","ELEPHANT 2","00000420","2017/07/20 00:00:00.000","2017/07/22 00:00:00.000",7,NA,416,415.211639404297,1,1,NA,7602.80797643542,1680301.92898506,"Milo                        ","Case Mountain               ","Oak Opening                 ",87.1290322580645,86.5,82.3333333333333,0,0,30.2903225806452,28.5,31.6666666666667,650.870967741935,637.5,3.13333333333333,299.053686609373,172800,389.229714166834,404.070495024326,259.124292426943
"46",45,20278,145.066189959639,16.5576503388304,5.2152098482329,3.10877147542208,168.944930355644,103.985207148529,736.224710562805,4303.50010717687,0,0,"CDF","NEU","BEALE","00021927","2017/08/20 00:00:00.000","2017/08/22 00:00:00.000",11,NA,867,867.019592285156,1,1,NA,9278.66385366626,3508703.80334344,"Dorris Ranch                ","Reader Ranch                ","Bangor                      ",80.3870967741936,76.75,78.3333333333333,0.02,0,41.7741935483871,50.625,50.3333333333333,593.129032258065,564.625,2.7,485.93145221175,172800,405.117809404886,426.192180866314,259.124292426943
"47",46,20293,306.99254019601,48.6946541410443,14.0107604749137,7.91802959481303,182.593603058337,120.059401328768,761.346025051217,6104.05539599949,0,0,"CDF","MVU","GATE","00012098","2017/05/20 00:00:00.000","2017/05/23 00:00:00.000",9,"SHOOTING, BLM INC # 7605",1500,1912.90563964844,1,1,NA,13438.6819855278,7741254.28458271,"Otay Mountain               ","Barrett                     ","San Miguel                  ",58.4838709677419,54.25,74,2.57,0.07,61.1612903225806,71.25,24.25,548.161290322581,552.625,8.65,410.056389192606,259200,378.131903303729,377.019514421718,259.124292426943
"48",47,20620,2602.17162292122,117.196929938089,21.2302350316825,7.70569005241991,140.702145147432,36.1388838755039,29136.1954205091,40740.3708982274,5.33990836735504,167.527489746503,"USF","INF","GRANT","00001235","2017/07/31 00:00:00.000","2017/08/03 00:00:00.000",1,"Lightning caused fire, patrolled last on 10/24 as*",400,394.816802978516,8,1,NA,8113.17160516915,1597766.94646842,"Crestview                   ","Gaylor Meadow               ","Devils Post Pile            ",64.5666666666667,63.875,64,0.06,0.02,43.5666666666667,49,55.25,595.6,593.875,1.2,250.163654058351,259200,212.868716881216,248.18504383433,259.124292426943
"49",48,20712,100.312017527834,55.5910028813827,13.2857414135401,8.60152522066493,122.599929991484,68.6141722039753,7556.00236625045,16942.527580687,0,0,"DOD","MCP","CRISTIANITOS","01702047","2017/06/28 00:00:00.000","2017/06/30 00:00:00.000",9,"started by RC bicycle",NA,702.306640625,5,1,NA,14502.8478370907,2842134.26006021,"Mateo Ridge                 ","Talega Ridge                ","Talega                      ",64.4193548387097,68.125,63.5,0.03,0,80.0645161290323,75.75,81.5,541.354838709677,628.875,7.4,415.411258138766,172800,458.188480424046,444.143053245093,259.124292426943
"50",49,20709,1636.47862876361,88.3090065618176,20.6025082720725,9.71646272420708,151.979439511525,68.8477728299008,206626.293017937,155406.561538301,0,0,"USF","RRS","KNOX","00000612","2017/08/11 00:00:00.000","2017/11/28 00:00:00.000",1,"Miller Complex, cause from Incinet, Cont Date based on Fire out date",NA,492.599670410156,8,1,NA,10602.5539209121,1993480.13598806,"Slater Butte                ","Happy Camp Micro            ","Crazy Peak                  ",73.7741935483871,74.25,54.8785046728972,0.41,0.41,36.4516129032258,35.25,56.8598130841121,627.451612903226,532.125,8.13644859813084,225.056702903254,9417600,169.479628020997,137.439742916138,259.124292426943
"51",50,20704,523.44823601139,137.244416614763,26.8263779650479,10.6397398543316,194.178873514812,101.338771437007,13074.0045350693,50683.6176604028,0,0,"CCO","LDF","LA TUNA","00000965","2017/09/01 00:00:00.000","2017/09/08 00:00:00.000",14,"5 residential structures, 5 outbuildings lost",7194,7051.35107421875,8,1,NA,32510.9060506936,28535804.9296204,"Little Tujunga              ","San Rafael Hills            ","Beverly Hills               ",75.0769230769231,85.1666666666667,79,0,0,58.0769230769231,41.3333333333333,54,NA,NA,4.5,410.81303740681,604800,364.956658740558,365.261734846925,259.124292426943
"52",51,20708,1214.23923300014,280.873455342335,26.666046669064,8.43481343339885,177.902513807461,102.903341846375,220116.863139052,151904.335113255,384.487568203323,1786.70913742219,"USF","RRS","ABNEY","00000568","2017/08/10 00:00:00.000","2018/01/10 00:00:00.000",1,"Miller Complex, cause from Incinet, Cont Date based on Fire out date",NA,32893.26171875,8,1,NA,129429.671811463,133114307.076367,"Slater Butte                ","Collins Baldy               ","Oak Knoll                   ",73.7096774193548,75.625,50.8231292517007,0.41,0.41,36.5161290322581,33,58.9115646258503,632.225806451613,533.125,9.12040816326531,282.834277582266,13219200,178.596439378176,137.003076120967,259.124292426943
"53",52,20560,1107.07426779155,327.656602298413,28.5757869333337,9.41284393489396,177.927283232499,100.09667802927,223573.85292657,178095.159784774,197.899832062358,1348.16049983135,"USF","KNF","OAK","00006016","2017/08/11 00:00:00.000","2017/10/10 00:00:00.000",1,"CONT_DATE est frm Inciweb/IRWIN - Eclipse Comp SRF Young & clear merge",45403,91125.328125,3,1,NA,350799.466475848,368771127.039987,"Ship Mtn.                   ","Dutch-Indy                  ","Happy Camp Micro            ",76,73.1428571428571,60.5901639344262,0,0,35.2142857142857,36.5714285714286,45.5245901639344,655.285714285714,613,9.44426229508197,284.078274121637,5184000,317.755041193715,299.117433432,259.124292426943
"54",53,20290,96.2386926185113,39.5588795313339,8.26829782371104,7.45956900211409,203.784316694816,103.93368665818,4405.05907036002,17143.9353978859,0,0,"CDF","MVU","LILAC","00024612","2017/12/07 00:00:00.000","2017/12/24 00:00:00.000",14,NA,4100,4080.61474609375,1,1,NA,37220.3365352043,16513661.833822,"Pala                        ","Ammo Dump                   ","Target Range                ",62.5806451612903,61.5,58.6666666666667,0,0,53.4516129032258,42.5,27.3333333333333,268.838709677419,266,6.71111111111111,160.884135682788,1468800,230.537397851345,232.965701521898,259.124292426943
"55",54,20471,320.907030032414,37.8419640467671,9.62961741857574,6.27579137084373,153.577043660793,96.130851005968,174.45212466916,1664.36546666182,0,0,"CDF","FKU","JAYNE","00005281","2017/04/20 00:00:00.000","2017/04/21 00:00:00.000",2,NA,NA,4533.28369140625,1,1,NA,22228.0499128645,18345548.8913897,"Kettleman Hills             ","Parkfield                   ","Santa Rita                  ",60.4193548387097,60.375,64,0.85,0.44,53,55.125,42,478.064516129032,504.375,14.2,538.731392973984,86400,434.292339380268,356.211423786047,259.124292426943
"56",55,20603,1383.62455369371,4.90119816254371,0.606394520990523,0.663473682154093,180.414608909663,130.273269458353,215.443037169739,2309.99775400161,0,0,"USF","MDF","LAKE","00000794","2017/07/27 00:00:00.000","2017/08/31 00:00:00.000",1,"<Null>",4489.25,4490.60693359375,3,1,NA,30241.4668015115,18172842.0105569,"Blue Mountain               ","Doublehead                  ","Timber Mountain             ",71.2903225806452,70.875,71.8,0.86,0.86,32.0645161290323,36.375,32.8857142857143,736.774193548387,657.75,5.35428571428571,236.243699736561,3024000,259.202437526827,208.9511111124,259.124292426943
"57",56,20705,1885.0269302648,114.432314532827,14.3263227794343,8.39038249285193,191.694950413465,102.77704968626,68063.5440432865,63167.2942468879,2231.02089043781,5178.64970815887,"USF","MDF","PARKER2","00000862","2017/08/03 00:00:00.000","2017/08/15 00:00:00.000",1,NA,7692,7693.3193359375,3,1,NA,115506.710664617,31133758.5664085,"Modoc NWR                   ","Bear Flat                   ","Surprise Valley             ",69.9333333333333,73.25,65.6923076923077,0.42,0,34.5333333333333,33,49.6153846153846,709.9,672.5,4.40769230769231,291.289923844235,1036800,180.606156305448,196.142053760992,259.124292426943
"58",57,20706,2037.91090326703,306.548644776773,19.1039357481968,9.5237040652844,205.670737119002,63.5211441843623,179863.552772388,124823.086017928,31417.7695015124,46538.4965066613,"NPS","YNP","SOUTH FORK","00000108","2017/08/13 00:00:00.000","2017/11/03 00:00:00.000",1,"no new growth past 10/11",7000,7560.07666015625,8,1,NA,86990.1985407137,30594544.0640098,"Mariposa Grove              ","Wawona                      ","Miami                       ",70.8064516129032,68.75,58.6707317073171,0,0,50.0322580645161,51.75,60.0609756097561,456.193548387097,486.375,1.1109756097561,128.973180467448,7084800,150.520487026938,106.479036220465,259.124292426943
"59",58,20551,1165.93447373675,288.198070603417,26.3785641228144,9.18913029475971,225.732211547482,75.1301393487809,259658.450576232,176104.096524487,361.126530338227,1563.31642816642,"USF","KNF","CEDAR","00005915","2017/08/08 00:00:00.000","2017/10/10 00:00:00.000",1,"CONT_DATE est from Inciweb/IRWIN - Eclipse Complex four mile merged",6939,9129.376953125,3,1,NA,80966.5744050779,36945277.5562283,"Slater Butte                ","Happy Camp Micro            ","Crazy Peak                  ",73.5483870967742,78.5,63.03125,0,0,36.5806451612903,28.375,44.65625,643.935483870968,555.625,7.5859375,272.99264152047,5443200,142.115908757982,137.888678410306,259.124292426943
"60",59,20336,477.390911896617,173.019046679987,21.9972756664587,9.35454590170802,188.293453317354,98.9009782016751,98634.2807425451,84267.8298413723,0.33144754337928,36.7660830928316,"CDF","LNU","POCKET","00010104","2017/10/08 00:00:00.000","2017/11/01 00:00:00.000",14,"Central Complex",17359,17359.328125,3,1,NA,112165.207986426,70250709.1293348,"Hawkeye                     ","Konocti                     ","Lake County                 ",67.6129032258064,67.375,65.84,0.23,0,41.258064516129,23.625,38.48,464.41935483871,458.375,5.908,148.206855093143,2073600,207.344799980782,210.739790817658,259.124292426943
"61",60,20416,1660.97111728918,124.338735148865,10.511029444894,7.85000817758732,158.22525479225,100.747069670462,1653.52162365639,5421.80387390589,0,0,"BLM","NOD","R-4 PARSNIP","00005180","2017/08/30 00:00:00.000","2017/09/15 00:00:00.000",1,NA,0,18601.98046875,7,1,NA,71641.7925045821,75279542.6962161,"Bull Flat                   ","Ravendale                   ","Horse Lake                  ",74.7241379310345,74.2857142857143,71.125,0.24,0,32.1724137931034,26.1428571428571,35.625,578.137931034483,587.428571428571,5.2375,156.734056420348,1382400,212.241852946995,229.721916138,259.124292426943
"62",61,20540,1658.26510534953,211.123220542851,21.9440873808036,9.45349512128065,174.742822974139,124.537769353776,189592.655129635,119153.281765719,192.039278296239,795.815795781096,"USF","PNF","MINERVA 5","00001043","2017/07/29 00:00:00.000","2017/08/16 00:00:00.000",7,NA,4310,4339.35498046875,6,1,NA,24545.7241597639,17560746.1423279,"Quincy Rd                   ","Cashman                     ","Saddleback                  ",72.8064516129032,74.25,73.1578947368421,0,0,45.1612903225806,45.375,51.6315789473684,609.193548387097,576.875,1.05263157894737,302.737592021291,1555200,206.694255226384,238.78146075248,259.124292426943
"63",62,20338,490.073988622079,61.7535416876816,16.4516823133412,9.41750945131349,189.498308464558,106.118208040098,19656.3371755907,29941.7722408515,65.0915394776386,494.434188450642,"CDF","LNU","SULPHER","00010055","2017/10/09 00:00:00.000","2017/10/25 00:00:00.000",14,"Mendocino Lake Complex",2206,2206.23022460938,3,1,NA,26639.5415787881,8928297.43384697,"Konocti                     ","County Line                 ","Lake County                 ",67.5161290322581,64.625,63.3529411764706,0,0,36.5806451612903,25.25,35.5882352941176,457.387096774194,436.25,5.45882352941176,331.190965507597,1382400,221.916634549297,229.711232211341,259.124292426943
"64",63,20627,436.526075409468,93.3787674986629,12.36855953113,6.79440968160994,200.115705187543,90.258247068966,67401.9427831775,43414.7060784201,2.73699228525821,44.5731949708292,"CDF","BTU","WALL","00010975","2017/07/07 00:00:00.000","2017/08/03 00:00:00.000",2,NA,6033,6028.48974609375,1,1,NA,38526.4314016006,24396433.0493328,"Bangor                      ","White Horse                 ","Challenge                   ",77.741935483871,81,83.3571428571429,1.18,0,49.5161290322581,43.875,35.1071428571429,640.483870967742,678,2.36071428571429,370.335488028458,2332800,273.140628516065,304.57707523401,259.124292426943
"65",64,20485,1424.67745052424,299.740601747966,29.4393340538572,8.14280560489053,228.430574177498,99.3900822086668,180107.246420803,151574.048318557,390.350231938178,3618.69452219947,"USF","SHF","FORK","00001555","2017/08/07 00:00:00.000","2017/11/15 00:00:00.000",1,"CONT_DATE based on FIRESTAT Fire Out Date/Time",3532,3372.92016601562,8,1,NA,34284.0578331675,13649723.6692343,"Blue Ridge                  ","Backbone                    ","Five Cent                   ",76.9032258064516,81,64.6904761904762,0.05,0.05,31.8709677419355,30.25,40.3214285714286,701.225806451613,608.875,4.38690476190476,222.576913854075,8640000,145.536024277379,157.972429472166,259.124292426943
"66",65,20561,1591.88946776877,287.589028344527,28.0255908234783,9.04750342272784,187.673905904173,97.0587219949273,165453.742288048,150870.501386045,942.839261271182,3655.01265907742,"USF","KNF","WALLOW","00006029","2017/08/11 00:00:00.000","2017/11/13 00:00:00.000",1,"CONT_DATE est from other Salmon-August fires",5272,63785.0703125,3,1,NA,226578.517105863,258129027.308452,"Sawyers Bar                 ","Blue Ridge (KNF)            ","Quartz Hill                 ",77.2962962962963,76.625,60.7294117647059,0.68,0.01,41.1111111111111,41.5,54.9058823529412,590.222222222222,488.875,4.15882352941177,-88.1136903984841,8121600,217.584786652563,237.091133333481,259.124292426943
"67",66,20707,508.580355165802,170.637885819423,18.3449142355268,9.2932618361555,170.285085208444,95.3894496532168,90749.5007457131,86165.1476689302,7.69159134620958,144.76170884361,"CDF","LNU","REDWOOD VALLEY","00012172","2017/10/08 00:00:00.000","2017/10/25 00:00:00.000",14,"Mendocino Lake Complex",NA,36522.9453125,8,1,NA,106796.917974725,147803110.019251,"Cow Mountain                ","Soda Creek                  ","Lyons Valley                ",60.3225806451613,54.375,52.5,0.09,0,55.5161290322581,48.75,59.2777777777778,381.935483870968,355.375,0.844444444444444,371.399533765168,1468800,231.220019569052,263.035555668575,259.124292426943
"68",67,20453,1959.72413248243,249.785004141431,19.6684896980556,10.8124348739183,134.451630907023,83.0161432680998,12133.84339301,22052.139981848,13.0005780294373,143.5938169596,"BLM","CND","SLINKARD","00001478","2017/08/29 00:00:00.000","2017/09/21 00:00:00.000",1,"<Null>",0,8923.4951171875,7,1,NA,34372.9967740318,36112103.574943,"Walker                      ","Markleeville                ","Canon BAER                  ",75.0689655172414,76.2857142857143,67.695652173913,0.94,0.28,34.0689655172414,32.2857142857143,37.3478260869565,531.413793103448,516.714285714286,5.5,246.883019085483,1987200,293.094303162236,284.48860426986,259.124292426943
"69",68,20508,589.425324242232,212.923484584197,28.2000008682709,9.63240106910586,198.123029034831,119.095061443578,193970.034583096,147631.002123284,0.754249511174936,47.1886524299498,"USF","SRF","UKONOM","00000728","2017/07/25 00:00:00.000","2017/10/15 00:00:00.000",1,NA,4238,4240.97412109375,8,1,NA,33207.6475355634,17162613.8192499,"Dutch-Indy                  ","Somes Bar                   ","Happy Camp Micro            ",75.0689655172414,74.125,67.6746987951807,0.01,0.01,44.3103448275862,48.375,49.421686746988,707.655172413793,659.125,4.63855421686747,156.543412152902,7084800,270.595479310021,279.527547061445,259.124292426943
"70",69,20602,1492.79298818952,58.9695140685455,2.17181260402401,2.63051646859383,208.05077557195,101.687439013465,10402.2050558581,21296.2026947371,109.218392717673,760.865540389669,"USF","MDF","STEELE","00000776","2017/07/26 00:00:00.000","2017/08/13 00:00:00.000",1,"<Null>",45690.4,45704.01171875,3,1,NA,156915.517546867,184957568.979229,"Blue Mountain               ","Doublehead                  ","Timber Mountain             ",71.258064516129,70.5,72.5555555555556,0.86,0.86,31.8064516129032,35.75,35.5,740.483870967742,669.75,5.14444444444444,146.724852704483,1555200,269.599941638216,219.415079832277,259.124292426943
"71",70,20470,736.130189047632,214.343565761924,22.5296693660484,10.3199772702875,167.792761483436,111.653722682207,17287.3410886183,24773.2783816133,44.782086491459,1176.53108509439,"CDF","FKU","GARZA","00009755","2017/07/09 00:00:00.000","2017/07/25 00:00:00.000",10,"blank",NA,48886.6640625,2,1,NA,93478.1844372729,197837317.738042,"Parkfield                   ","Kettleman Hills             ","Bradley                     ",76.3448275862069,81.25,79.2352941176471,0,0,40,32.375,33.2941176470588,714,696.875,2.08823529411765,349.591944928248,1382400,370.663328137368,385.753016870496,259.124292426943
"72",71,20546,675.553438312406,229.616372904359,25.6870249326217,10.795892766268,175.591586807817,107.596338398045,59138.0127438071,66148.8046501405,61.1507909950941,632.442346119261,"USF","LPF","WHITTIER","00001770","2017/07/08 00:00:00.000","2017/12/21 00:00:00.000",9,"CONT_DATE based on Inciweb",18431,18412.404296875,1,1,NA,62652.1084550595,74512355.4553162,"Glen Annie                  ","Refugio                     ","San Marcos                  ",71.6451612903226,75.25,69.7212121212121,0,0,53.6129032258064,48.75,48.0969696969697,700.290322580645,652.75,8.87757575757576,485.175259695087,14342400,232.728360974115,224.390606733963,259.124292426943
"73",72,20503,1131.81249700934,347.054685788838,24.2600274274813,10.7330374968106,180.64119518126,87.4755210679486,292537.772092673,194989.341020383,764.286480353218,4511.72416494208,"USF","SRF","HAYPRESS","00000914","2017/08/10 00:00:00.000","2017/10/16 00:00:00.000",1,NA,21301,21317.931640625,8,1,NA,89992.6964657937,86270605.4763752,"Somes Bar                   ","Dutch-Indy                  ","Slate Creek                 ",78.2903225806452,79.375,65.955223880597,0.09,0,50.741935483871,50.25,60.4626865671642,616.58064516129,532.375,1.9,203.93825541632,5788800,210.641227770509,236.206069345218,259.124292426943
"74",73,20337,348.733211384805,148.119014674271,16.5815588231865,9.40200080527804,176.427457000072,99.3555608239426,55513.1025449269,63122.083257924,0.275006387195396,18.6537174890637,"CDF","LNU","ATLAS","00010105","2017/10/08 00:00:00.000","2017/11/01 00:00:00.000",14,"Southern Complex",51624,51624.65625,3,1,NA,170678.892753962,208917567.982335,"Atlas Peak                  ","Novato Fire-Robinhood       ","Brooks                      ",67.9354838709677,67.5,65.56,0.01,0,41.3870967741936,23.125,38.72,484.483870967742,485.875,7.564,287.383430650057,2073600,253.235010928058,245.608468213985,259.124292426943
"75",74,20384,326.411965745767,60.421787917419,14.9971663764419,7.88212164300496,186.820620502872,113.435831586455,2647.38291304479,7324.68953283173,0,0,"CCO","KRN","HAWK","01726219","2017/07/07 00:00:00.000","2017/07/07 00:00:00.000",14,NA,NA,2940.49560546875,1,1,NA,21936.7762195316,11899763.8093327,"Fountain Springs            ","Woody                       ","UHL / Hot Springs           ",80.9032258064516,84.125,88,0.02,0,39.8064516129032,36,34,669.8,675.125,3.9,406.485758001013,43200,382.188350178307,391.452689612196,259.124292426943
"76",75,20122,232.518926744791,41.2766603631665,9.15441051598651,6.82461708145739,182.806948239835,95.3086146495179,340.217598826983,2882.88701349404,0,0,"CDF","TUU","ROADRUNNER","00000441","2017/07/30 00:00:00.000","2017/08/01 00:00:00.000",7,NA,2289,2284.59594726562,1,1,NA,20321.1821377645,9245431.97599758,"Fountain Springs            ","Milo                        ","Oak Opening                 ",85.0322580645161,85.625,87,0,0,33.6129032258064,32.5,33,647.741935483871,629,4.16666666666667,393.679774817941,172800,379.746741420793,390.815816746854,259.124292426943
"77",76,20671,2217.26527151315,92.1557167739929,11.6540008056422,7.33564230050709,192.533492090009,107.572425534316,154252.647911615,140555.602765509,19742.8455041494,44670.1678917412,"NPS","YNP","EMPIRE","00000084","2017/07/31 00:00:00.000","2017/11/27 00:00:00.000",1,NA,0,8577.5517578125,7,1,"84",123477.945978882,34712121.5154468,"Wawona                      ","Mariposa Grove              ","El Portal                   ",71.6451612903226,72,57.7118644067797,0,0,47.7096774193548,47.25,61.8898305084746,502,492,1.14830508474576,7.8647678082754,10281600,51.2675635727862,46.3223384668395,259.124292426943
"78",77,20462,724.469686456668,96.4785074462734,13.3230935110239,9.73746042618585,197.515359581035,98.2889096021756,2855.99024690498,19349.842055574,0,0,"CDF","RRU","MANZANITA","00078840","2017/06/26 00:00:00.000","2017/06/30 00:00:00.000",10,NA,6309,6303.65869140625,3,1,NA,27749.7754191993,25510001.6679185,"Highland Springs            ","Beaumont                    ","Poppet Flats                ",75.4193548387097,86.625,79.2,4.01,0.04,47.8709677419355,30.25,33.4,653.387096774194,687.875,8.26,305.886237911057,345600,273.749884861797,285.192289350221,259.124292426943
"79",78,20663,271.169094396865,93.822605189888,9.38459479138647,6.50366234900744,201.35364746974,95.6199736069815,67422.171214795,41171.5514944761,27.0624325305666,553.847234738158,"CDF","NEU","CASCADE","00026269","2017/10/08 00:00:00.000","2017/10/26 00:00:00.000",14,"NEU Wind Complex, merged w/ LaPorte",9989,16140.798828125,7,1,NA,98017.32941065,65319495.6408548,"Bangor                      ","Challenge                   ","Pike County Lookout         ",70.7741935483871,66.625,64.4210526315789,0,0,38.8387096774194,29.625,39.2105263157895,449.774193548387,444.25,1.95263157894737,107.022339650504,1555200,192.761723115028,222.489818162557,259.124292426943
"80",79,20621,2381.85335189477,204.349481105856,23.6495491912372,8.85917251349616,193.405712785565,78.9434017325613,63799.9709017646,66772.3958017233,504.999775658819,3212.40523497577,"USF","INF","INDIAN","00001264","2017/08/03 00:00:00.000","2017/08/31 00:00:00.000",1,"Lightning fire allowed to burn to natural barrier*",2295,2294.24682617188,8,1,NA,21102.4664671729,9284487.6169429,"Blackrock                   ","Rattlesnake                 ","Peppermint                  ",64.5483870967742,64.875,60.7692307692308,0.32,0.02,44.4516129032258,42.5,49.9259259259259,565.096774193548,585.75,2.80384615384615,415.289761875172,2419200,122.627095736342,153.222907874192,259.124292426943
"81",80,20331,324.675054614681,167.514153940278,17.4891994094845,9.7809384762578,178.32474276257,96.7701473409883,98216.3724555508,92732.2678616307,10.0537108861903,271.174031227646,"CDF","LNU","NUNS","00010049","2017/10/08 00:00:00.000","2017/10/31 00:00:00.000",14,"Nuns,Partrick, Adobe, Norrbom and Pressley>Nuns",55797,55798.19140625,3,1,NA,239290.593084178,225807272.925862,"Atlas Peak                  ","Santa Rosa                  ","Novato Fire-Robinhood       ",67.9354838709677,67.5,66,0.01,0,41.3870967741936,23.125,37.5,484.483870967742,485.875,7.37916666666667,203.975496221669,1987200,245.862947291824,238.36722153064,259.124292426943
"82",81,20302,634.918564285595,177.644212000698,17.5883095790144,9.63268043140811,175.738181232397,98.3094015077146,41153.9454481341,41602.7813609218,320.436650046683,3948.24937030222,"CDF","MMU","DETWILER","00014474","2017/07/16 00:00:00.000","2017/08/31 00:00:00.000",9,NA,NA,81826.2734375,1,1,NA,192644.796648937,331139186.440812,"Merced River                ","Catheys Valley              ","Mariposa                    ",86,86.875,84.3617021276596,0,0,32.6774193548387,25.875,32.8297872340426,710.064516129032,690.625,6.62978723404255,443.121020988334,3974400,373.656138147961,369.674753008517,259.124292426943
"83",82,20626,673.159420130938,150.419411404809,17.6550707775282,9.06342514755973,208.949921267976,88.3185253368095,177875.487583599,105319.448510516,1925.87536788635,3962.11119920206,"CDF","BTU","PONDEROSA","00013737","2017/08/29 00:00:00.000","2017/10/28 00:00:00.000",7,"USFS INC #00001390",4016,4015.732421875,1,1,NA,24855.9774103981,16251092.2740969,"Challenge                   ","Pike County Lookout         ","Bangor                      ",77.4516129032258,80.375,65.7868852459016,0,0,40.8064516129032,29.625,38.1967213114754,608.838709677419,582.875,8.67049180327869,455.841757416383,5184000,192.841956121232,179.900734608387,259.124292426943
"84",83,20433,1414.9335158202,52.3025361628751,4.97488591369778,3.98104315615277,186.834997283219,120.790741049153,49.3136223920676,451.113764130915,0,0,"BLM","NOD","MUD","00005152","2017/08/29 00:00:00.000","2017/09/11 00:00:00.000",1,NA,0,6036.06494140625,7,1,NA,23347.7645411307,24427087.9857235,"Bull Flat                   ","Horse Lake                  ","Hidden Valley               ",74.9310344827586,73.8571428571429,73.8461538461538,0.24,0.04,32.0689655172414,29.4285714285714,29.3846153846154,581.137931034483,560.857142857143,5.1,116.090962729191,1123200,194.693845035071,212.564772022942,259.124292426943
"85",84,20422,1614.55491198504,264.295079585646,12.5208880821604,10.1490136040415,180.141842484891,108.076290108089,2526.65924434916,8211.38903139135,0,0,"BLM","NOD","LONG VALLEY","00030366","2017/07/11 00:00:00.000","2017/07/27 00:00:00.000",10,NA,0,83581.4140625,7,1,NA,194498.917618172,338241972.477469,"Doyle                       ","Milford Micro               ","Laufman                     ",74.3870967741936,78.5,75.8823529411765,0.72,0,34.1612903225806,26.5,29.7058823529412,721.451612903226,739.75,5.91176470588235,188.700732459833,1382400,266.123097074598,277.403887561495,259.124292426943
"86",85,20511,2113.35841555559,330.829722542897,21.3323444291079,8.93980394625328,165.343149462449,119.012387826464,71496.5132395609,91120.7313835688,3105.86772419895,13747.0285636478,"USF","SQF","SCHAEFFER","00001317","2017/06/24 00:00:00.000","2017/11/15 00:00:00.000",1,"CONT_DATE  based on FIRESTAT Fire Out Date/Time",16031,15833.2119140625,6,1,NA,89993.1688010261,64074737.0183577,"Blackrock                   ","Peppermint                  ","Johnsondale                 ",57.4333333333333,68.125,54.8857142857143,0.22,0.09,44.2,38.125,43.645390070922,708.833333333333,705.125,3.23642857142857,226.40903982883,12441600,61.0860888469452,72.6176780167143,259.124292426943
"87",86,20625,264.679639581083,113.44243600317,7.68199722074,8.29680066848101,230.199421095832,72.5239674474578,27273.2032746577,31232.5628959359,0.02607871552997,3.01758635709496,"CDF","BTU","CHEROKEE","00015933","2017/10/08 00:00:00.000","2017/11/05 00:00:00.000",11,NA,8417,8415.802734375,1,1,NA,43129.9044163307,34057546.6880179,"Openshaw                    ","White Horse                 ","Jarbo Gap                   ",71.5806451612903,67.375,62.9310344827586,0,0,38.1935483870968,28.875,48.9310344827586,435.451612903226,426.125,5.90689655172414,93.7951701001693,2419200,177.294800708519,190.15845659991,259.124292426943
"88",87,20335,266.497305778818,162.270507477125,16.0915962943674,9.45316380308885,180.107233287907,99.4475588638642,95102.5882341804,97527.4210189986,24.342067901849,472.829233501005,"CDF","LNU","TUBBS","00010104","2017/10/08 00:00:00.000","2017/11/01 00:00:00.000",14,"Central Complex",36701,36701.984375,3,1,NA,131011.056664741,148527659.71748,"Santa Rosa                  ","Hawkeye                     ","Atlas Peak                  ",67.0967741935484,66.875,62.72,0.06,0,51.8387096774194,33.125,55.52,394.193548387097,418.25,3.984,219.511732938898,2073600,219.403123586695,232.318399592985,259.124292426943
