"","X1","OBJECTID","DEM_MEAN","DEM_STD","slope_MEAN","slope_STD","aspect_MEAN","aspect_STD","LiveBio_MEAN","LiveBio_STD","DeadBio_MEAN","DeadBio_STD","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area","stn_1","stn_2","stn_3","month_temp","week_temp","dur_temp","month_precip","week_precip","month_humid","week_humid","dur_humid","month_sol","week_sol","wind_speed","dbr_means","fireduration","pred_dbr","step_dbr","lasso_dbr"
"12",11,20542,2045.45948878826,83.4084564046404,20.4006466820457,6.77030234114112,102.323034374329,37.2224398850728,212866.49224102,122534.694213949,180.989638344692,486.569926712073,"USF","PNF","EUREKA","00001488","2017/09/05 00:00:00.000","2017/11/15 00:00:00.000",1,NA,450,446.181457519531,6,1,NA,8435.31938234259,1805632.26214694,"Mohawk                      ","Saddleback                  ","Beckwourth                  ",72.1612903225806,75.75,51.9722222222222,0.05,0.05,38.2258064516129,28.25,52.5833333333333,539.677419354839,509.125,1.81527777777778,-238.423746763965,6134400,117.305308861221,143.662181581518,259.124292426943
"13",12,20231,981.744285688812,41.3074440061415,19.8237785788197,10.7727918286756,166.480735560727,86.0386745820043,27681.2944614776,63190.4605174323,0,0,"CDF","RRU","MIAS","00100198","2017/08/14 00:00:00.000","2017/08/20 00:00:00.000",11,NA,600,521.085571289062,7,1,NA,11336.0638847552,2108758.38123267,"Wood Canyon                 ","Cabazo                      ","Beaumont                    ",83.6774193548387,83.875,76,0.35,0,41.3225806451613,33.375,47.1428571428571,613.838709677419,662.75,14.2857142857143,427.111151888758,518400,380.16041201938,341.161128617093,259.124292426943
"14",13,20205,1159.80957790834,237.547237845736,29.2800266536105,9.13691511932476,207.746617412653,65.2618031708255,128190.76071102,86740.7416188765,120.6081424931,914.579621927808,"CDF","SHU","BERRY","00009460","2017/09/12 00:00:00.000","2017/10/04 00:00:00.000",1,NA,995,994.07275390625,1,1,NA,12278.5225354718,4022869.72472878,"Oak Mountain                ","Soldier Mountain            ","Ash Creek                   ",80.3666666666667,77.625,63.7391304347826,0.11,0.11,33.0666666666667,44.625,37.9565217391304,448.466666666667,394.625,2.82608695652174,314.947695168533,1900800,343.327274233783,353.530435564175,259.124292426943
"15",14,20291,448.070345038845,75.2545488841803,21.5788250077491,8.82285091606594,216.203593467741,141.47874478379,754.239877654784,4911.3663463806,0,0,"CDF","MVU","JENNINGS 2","00016909","2017/07/11 00:00:00.000","2017/07/14 00:00:00.000",10,NA,400,332.586486816406,1,1,NA,7042.36824726479,1345929.78616625,"Alpine                      ","Descanso                    ","Miramar East                ",77.4838709677419,82.125,77,0,0,36.5161290322581,38.25,49.5,670.838709677419,570.875,5.35,394.051869001977,259200,398.099282713094,397.310713309381,259.124292426943
"16",15,20597,1278.24840402153,5.10626285635181,1.18551809886753,1.16607853631659,257.752157069621,74.3065922898557,0,0,0,0,"USF","MDF","DOBE","00000541","2017/07/13 00:00:00.000","2017/07/18 00:00:00.000",1,"<Null>",410,381.014831542969,1,1,NA,7327.57805895747,1541912.33405419,"Timber Mountain             ","Indian Well                 ","Doublehead                  ",72.0714285714286,74.875,72,0.05,0,35.7142857142857,29.875,30.3333333333333,673.892857142857,687.75,7.86666666666667,150.143615342771,432000,128.844918500051,137.515252502527,259.124292426943
"17",16,20493,2044.16571938578,63.8318959774476,13.5295703849089,6.97441078938958,225.998777697026,66.3328685702497,193587.712032937,112925.657873676,17080.7997610777,23725.8682793789,"USF","STF","BUMMERS","00002704","2017/09/11 00:00:00.000","2017/11/20 00:00:00.000",1,"CONT_DATE from FIRESTAT Fire info Summit complex",510,510.109375,1,1,NA,9337.76851373468,2064339.45988152,"Double Dome                 ","Pinecrest 2                 ","Cottage                     ",68.5,65.5714285714286,49.4714285714286,0.32,0.26,46.4666666666667,58.1428571428571,56.9285714285714,512.6,414.571428571429,3.35142857142857,-124.377737799701,6048000,139.974657186436,106.958873926571,259.124292426943
"18",17,20513,1417.2644984139,296.638209978356,25.1281660785778,8.640966299871,213.075573084419,71.3356612225338,13541.5189421123,27897.1555131923,46.9479107576636,564.200549189947,"USF","SQF","CALDWELL","00002435","2017/09/01 00:00:00.000","2017/10/23 00:00:00.000",1,"CONT_DATE  based on FIRESTAT Fire Out Date/Time",1383,1321.26000976562,6,1,NA,13351.1554408729,5346949.79711019,"Kernville                   ","River Kern                  ","Wofford Heights             ",82.8666666666667,87.75,68.6792452830189,0,0,30.1666666666667,23.875,32.3018867924528,541.233333333333,494.625,10.3981132075472,172.887783387151,4492800,274.283625678176,257.224086718319,259.124292426943
"19",18,20348,590.533715124663,117.499537006232,22.011693989812,9.24457871669093,161.676940377901,77.8541425130767,11991.3236935362,29028.8370189637,1.17964456236959,47.8796938227221,"CCO","LAC","LAKE","00178275","2017/06/17 00:00:00.000","2017/06/17 00:00:00.000",14,NA,NA,733.261596679688,7,1,NA,14583.0454967044,2967404.3857667,"Warm Springs                ","Temescal                    ","Whitaker Peak               ",67.9677419354839,67.25,79,0.07,0,44.9354838709677,45.5,35,667.161290322581,617.75,9.2,388.395412952616,43200,399.893319518806,379.726068409934,259.124292426943
"20",19,20578,704.497810019002,78.6234267329466,13.1818574761999,9.02139291280114,227.316001258092,65.6432871352288,10416.2351259282,38201.9178042828,0,0,"USF","BDF","BRIDGE 2","00010839","2017/07/14 00:00:00.000","2017/07/14 00:00:00.000",9,"CONT_DATE  based on FIRESTAT Fire Out Date/Time",460,460.289581298828,1,1,NA,7746.876267575,1862725.89758861,"Mill Creek (BDF)            ","Heaps Peak                  ","Converse                    ",79.9354838709677,81.875,79,0,0,32.5161290322581,38.375,41,664.677419354839,600.25,3.7,342.20366051841,43200,334.558917187157,350.794696725086,259.124292426943
"21",20,20643,343.431118451533,72.7034550342244,18.4894772815115,9.04515953861965,200.289703223837,89.1506729902012,4779.16934716332,13456.0637738738,0,0,"CDF","BEU","PARKFIELD","00003551","2017/07/08 00:00:00.000","2017/07/08 00:00:00.000",11,NA,1816,1821.77233886719,2,1,NA,12015.573017991,7372451.10313619,"Bradley                     ","Parkfield                   ","Las Tablas                  ",71.9354838709677,74.375,83,0,0,53.8064516129032,50.125,32,688.322580645161,684,8.2,307.281395025019,43200,383.877123928726,370.327821969667,259.124292426943
"22",21,20656,125.354929612921,19.7889528901518,5.46508838017607,3.4118310133509,195.534441483422,84.0870416735343,5735.38769651074,18522.7171122068,0,0,"CDF","AEU","LATROBE","00021652","2017/07/26 00:00:00.000","2017/07/26 00:00:00.000",5,NA,1268,1268.10986328125,1,1,NA,14516.7423125432,5131858.61740975,"Ben Bolt                    ","CFA Raws                    ","Camanche                    ",80.0645161290323,79.375,79,0,0,38.2903225806452,39,40,668.064516129032,651.875,3.5,393.839497693629,43200,345.354388747783,362.530555920712,259.124292426943
